Fecha,Mes,Día de la Semana,Día del Año,Hora,Temperatura (°C),Radiación Solar (W/m²),Generación FV (kWh),Consumo Agua (L),Consumo Energía (kWh)
2023-01-02 15:00:00,1,0,2,15,15.4945628078727,616.8520692050449,47.701200842793746,45.92011775849651,34.31957197586495
2023-01-02 16:00:00,1,0,2,16,16.577773496125275,420.7191819056137,32.53423502389935,70.76301785092858,37.94697021754839
2023-01-02 17:00:00,1,0,2,17,15.443576898514394,272.03453489169715,21.03644395935618,79.18299558057802,34.979210445772
2023-01-02 18:00:00,1,0,2,18,14.869543771357973,156.64652917847675,12.113483803821467,80.38330615382719,35.21811837155441
2023-01-02 19:00:00,1,0,2,19,14.498632944955876,42.437082130554444,3.281661647825036,71.64909714731147,35.12234151532681
2023-01-02 20:00:00,1,0,2,20,12.143796355399598,9.324949411167254e-30,7.210987964816615e-31,56.590466022904096,36.535543445928035
2023-01-02 21:00:00,1,0,2,21,13.661151919345036,0.0,0.0,60.319081143019794,38.251747791111015
2023-01-02 22:00:00,1,0,2,22,14.179562794214878,0.0,0.0,57.07284233278642,37.3825546892431
2023-01-02 23:00:00,1,0,2,23,17.215084788572284,0.0,0.0,48.170379919450426,35.120755452744305
2023-01-03 00:00:00,1,1,3,0,15.888917251405829,0.0,0.0,57.64896623963956,38.7666978916939
2023-01-03 01:00:00,1,1,3,1,11.675600361543438,0.0,0.0,69.69138838604997,37.82941879407498
2023-01-03 02:00:00,1,1,3,2,15.849848611058498,0.0,0.0,51.933933379030606,38.07549442789187
2023-01-03 03:00:00,1,1,3,3,14.431516111436274,0.0,0.0,37.793904274878045,38.010421777927135
2023-01-03 04:00:00,1,1,3,4,13.847836671656989,0.0,0.0,48.07374039141851,35.061388075622965
2023-01-03 05:00:00,1,1,3,5,16.425033249950644,0.0,0.0,68.78595275036216,34.25085893995264
2023-01-03 06:00:00,1,1,3,6,17.263679717260807,0.0,0.0,43.42173462944443,35.41372012146929
2023-01-03 07:00:00,1,1,3,7,17.064240910501304,0.0,0.0,55.883851858672315,38.071775297463596
2023-01-03 08:00:00,1,1,3,8,13.52324562582363,0.0,0.0,56.76755426487051,33.73081635485933
2023-01-03 09:00:00,1,1,3,9,14.583255920566478,40.69969666207012,3.1473095441183467,63.183783561600606,33.460353768091906
2023-01-03 10:00:00,1,1,3,10,15.864207535076035,156.93458521794705,12.135759191517677,62.94982199553146,32.46300438869911
2023-01-03 11:00:00,1,1,3,11,17.152770926513625,308.4412706873637,23.851778628586818,64.6059574932924,33.57838389468601
2023-01-03 12:00:00,1,1,3,12,14.243332196578327,466.9125696353154,36.10637196840734,59.11698269619135,34.51238868671207
2023-01-03 13:00:00,1,1,3,13,14.830362718941272,625.7201775013518,48.38697209339997,51.15847900791265,36.33955622859712
2023-01-03 14:00:00,1,1,3,14,12.98901072425685,616.7669680671539,47.694619967616134,69.6177944865195,33.787616680732675
2023-01-03 15:00:00,1,1,3,15,12.809267424107565,532.8051567583651,41.20184897063018,42.96653482003573,37.41446238306201
2023-01-03 16:00:00,1,1,3,16,16.826732317057303,485.76683342214994,37.56437311412426,68.41634549486824,36.18070446744224
2023-01-03 17:00:00,1,1,3,17,17.914160729410554,267.5994275231894,20.69347688847128,72.04470053031861,32.00482422589398
2023-01-03 18:00:00,1,1,3,18,15.057660429108239,137.35952572321503,10.622018878266879,83.97123812515562,36.05351895713124
2023-01-03 19:00:00,1,1,3,19,17.208746468052954,41.55229705794816,3.213241174654719,53.061852396954215,36.373629462240025
2023-01-03 20:00:00,1,1,3,20,15.924952722364175,9.438417323363435e-30,7.298732757111108e-31,55.0018617781626,39.92357245117251
2023-01-03 21:00:00,1,1,3,21,13.911441163058658,0.0,0.0,61.13705324340005,36.574630166948246
2023-01-03 22:00:00,1,1,3,22,15.924471883285735,0.0,0.0,60.39113306478419,32.55202587313829
2023-01-03 23:00:00,1,1,3,23,18.277753805200845,0.0,0.0,68.95000540738394,36.549752776301005
2023-01-04 00:00:00,1,2,4,0,15.230868930183458,0.0,0.0,66.13030155125945,36.48466655372595
2023-01-04 01:00:00,1,2,4,1,18.431808320031376,0.0,0.0,57.38683863595397,37.34567671097091
2023-01-04 02:00:00,1,2,4,2,10.063030800223874,0.0,0.0,59.924806253395786,41.409742729762456
2023-01-04 03:00:00,1,2,4,3,16.946326017153808,0.0,0.0,70.2388682238775,35.0627076848147
2023-01-04 04:00:00,1,2,4,4,15.476615144879705,0.0,0.0,48.243701277721826,34.83060152972605
2023-01-04 05:00:00,1,2,4,5,14.704506307471627,0.0,0.0,58.5686722420967,37.07400104034974
2023-01-04 06:00:00,1,2,4,6,15.486042561474367,0.0,0.0,66.45289340386769,39.78697642691996
2023-01-04 07:00:00,1,2,4,7,11.327383179201576,0.0,0.0,50.23897299961088,37.477941149795136
2023-01-04 08:00:00,1,2,4,8,14.863177232728338,0.0,0.0,25.496048913892864,35.45056565277162
2023-01-04 09:00:00,1,2,4,9,16.016746151426855,42.95514489483184,3.3217234668602162,75.37142491237634,38.10556833354551
2023-01-04 10:00:00,1,2,4,10,18.258309097886393,150.43799421650138,11.633377489932698,60.70092835766558,39.72356483343499
2023-01-04 11:00:00,1,2,4,11,14.265980571856067,295.45384132580983,22.847460077454347,48.32999107875532,34.598270492518594
2023-01-04 12:00:00,1,2,4,12,13.685533802616987,470.2678007319127,36.365832154086924,70.10985341049374,34.134475741066204
2023-01-04 13:00:00,1,2,4,13,14.29900692123429,530.1268500232143,40.99473537910623,58.82257880766146,36.24757532639082
2023-01-04 14:00:00,1,2,4,14,17.133325243807512,588.0753319192314,45.475894333503895,50.55751149161258,36.73814632469768
2023-01-04 15:00:00,1,2,4,15,15.960023227722731,570.3844500873615,44.10785757156892,64.60294778769791,38.9039618112568
2023-01-04 16:00:00,1,2,4,16,14.243000600869284,435.21794868785736,33.65542537208757,61.421192199470305,35.19830826201824
2023-01-04 17:00:00,1,2,4,17,16.329055874630075,319.3587092040566,24.696024685902888,54.773772233484486,36.93960702985571
2023-01-04 18:00:00,1,2,4,18,15.496676107099443,174.67912076966246,13.507944998246504,53.20953274708564,39.249646676576944
2023-01-04 19:00:00,1,2,4,19,17.23981098946914,38.018523897996694,2.9399743224368877,50.6442646014449,36.58380686090982
2023-01-04 20:00:00,1,2,4,20,13.898414820648657,7.828849445129544e-30,6.054053125433927e-31,68.26118173216071,35.34541330513701
2023-01-04 21:00:00,1,2,4,21,14.647196715207826,0.0,0.0,48.4220956002416,37.27624316765015
2023-01-04 22:00:00,1,2,4,22,14.518304702139046,0.0,0.0,52.9305945725684,35.47512165009456
2023-01-04 23:00:00,1,2,4,23,12.375491112139125,0.0,0.0,61.917203324354126,36.81109262209705
2023-01-05 00:00:00,1,3,5,0,15.995601898666967,0.0,0.0,75.79638004297385,35.80831537169359
2023-01-05 01:00:00,1,3,5,1,15.925471888897594,0.0,0.0,62.536547035065546,35.892454622432076
2023-01-05 02:00:00,1,3,5,2,15.413588257822738,0.0,0.0,67.08927963926415,35.37543511080135
2023-01-05 03:00:00,1,3,5,3,14.934187077787522,0.0,0.0,62.2296371672244,35.033718702188835
2023-01-05 04:00:00,1,3,5,4,12.572619860436987,0.0,0.0,70.27191584913183,38.1691002565613
2023-01-05 05:00:00,1,3,5,5,14.562070699007098,0.0,0.0,80.58317437372037,36.561084958021354
2023-01-05 06:00:00,1,3,5,6,14.717932311484276,0.0,0.0,56.83029141594284,38.72874278603362
2023-01-05 07:00:00,1,3,5,7,13.798806806094579,0.0,0.0,61.34795534988972,31.680353088955982
2023-01-05 08:00:00,1,3,5,8,15.080789921205797,0.0,0.0,62.942827431156275,35.14151841916817
2023-01-05 09:00:00,1,3,5,9,16.211463058166892,44.922520867802355,3.4738607475876617,66.5056478266477,34.699756150014835
2023-01-05 10:00:00,1,3,5,10,19.175733146958876,155.22916646764878,12.003879075700148,62.53169693534767,35.673237578520315
2023-01-05 11:00:00,1,3,5,11,15.752516970201494,282.32192466569785,21.831968316419808,55.77013606615207,34.117136665612406
2023-01-05 12:00:00,1,3,5,12,15.918462125983345,456.9338641036549,35.334718178982165,61.136588574085415,32.96659028425909
2023-01-05 13:00:00,1,3,5,13,15.254469513005482,502.62498920522285,38.868015129759875,85.52427059512556,37.52564137347789
2023-01-05 14:00:00,1,3,5,14,11.565818913939733,659.9155795515887,51.03130421536327,64.34638489105106,34.994721823632915
2023-01-05 15:00:00,1,3,5,15,15.350333593639382,570.1731688771688,44.09151918519583,42.09984281308992,37.29244985918579
2023-01-05 16:00:00,1,3,5,16,15.523821764419868,388.95727370399084,30.07808510090643,57.2586073758737,33.82451485504128
2023-01-05 17:00:00,1,3,5,17,20.329845569508386,295.99191291873257,22.88906918019252,61.341498467018035,32.90911491716918
2023-01-05 18:00:00,1,3,5,18,15.01863941497557,157.54565484284012,12.183013235657498,59.80180275751287,36.66358260910202
2023-01-05 19:00:00,1,3,5,19,16.00645602920504,39.5469671536605,3.058168914552291,60.52316348156305,37.446498829409656
2023-01-05 20:00:00,1,3,5,20,15.333937805127329,8.896916342896594e-30,6.879989782655227e-31,64.07021732160074,34.95002240807624
2023-01-05 21:00:00,1,3,5,21,13.066005269298751,0.0,0.0,66.29366286457554,34.146987173415845
2023-01-05 22:00:00,1,3,5,22,17.689006973567857,0.0,0.0,63.79591123049558,38.67967730383866
2023-01-05 23:00:00,1,3,5,23,16.907227409911364,0.0,0.0,70.71379262151298,36.066675623419286
2023-01-06 00:00:00,1,4,6,0,17.086265574758364,0.0,0.0,46.5559377002936,34.23016306415479
2023-01-06 01:00:00,1,4,6,1,13.685426771082792,0.0,0.0,58.9828618051666,33.23222989707616
2023-01-06 02:00:00,1,4,6,2,18.309790302544467,0.0,0.0,65.85210665370168,34.84957854176069
2023-01-06 03:00:00,1,4,6,3,12.700499555087706,0.0,0.0,64.0710641587924,35.43777257617214
2023-01-06 04:00:00,1,4,6,4,16.67791586827281,0.0,0.0,54.98643991731852,37.75213606320068
2023-01-06 05:00:00,1,4,6,5,19.885112932292227,0.0,0.0,56.190486533631294,36.19302861527045
2023-01-06 06:00:00,1,4,6,6,13.523129030410892,0.0,0.0,53.09221128229826,35.95543721163663
2023-01-06 07:00:00,1,4,6,7,14.371606221466726,0.0,0.0,71.27609891453034,34.39569357065242
2023-01-06 08:00:00,1,4,6,8,15.703504410847552,0.0,0.0,42.98840141701892,38.98798666773366
2023-01-06 09:00:00,1,4,6,9,14.49725037243987,39.89768486408755,3.085289932344718,48.694099487528966,38.17938811989723
2023-01-06 10:00:00,1,4,6,10,12.402874818540003,148.41461505510875,11.476909479890844,65.69585713656721,38.019814072853755
2023-01-06 11:00:00,1,4,6,11,15.641327630284323,317.6576439639594,24.564481227243274,66.94118585992463,36.10470772885561
2023-01-06 12:00:00,1,4,6,12,13.37959425322006,421.4852762512748,32.593477137318864,45.66522268049307,37.02846269367174
2023-01-06 13:00:00,1,4,6,13,16.451386541942632,517.8008126773954,40.041562305071785,67.77383146680354,31.07633740560379
2023-01-06 14:00:00,1,4,6,14,13.665353212204662,552.6121772807926,42.73352684155841,63.314480301155015,36.631308717595864
2023-01-06 15:00:00,1,4,6,15,18.604070490707347,663.423026915073,51.30253529244584,66.6660620116397,40.0721784837657
2023-01-06 16:00:00,1,4,6,16,13.937695095999795,476.4668061810681,36.84520155028075,62.23396526037352,35.06570234369688
2023-01-06 17:00:00,1,4,6,17,14.860078648260918,311.9982699542844,24.126841556798627,65.76414787806509,34.25520592728402
2023-01-06 18:00:00,1,4,6,18,17.131236115411607,138.97404907747244,10.74687004863916,66.10971481343003,35.94165410390142
2023-01-06 19:00:00,1,4,6,19,13.042473047804359,42.86778756873165,3.314968120537451,66.22853811400557,34.503538460805096
2023-01-06 20:00:00,1,4,6,20,15.959121549880528,9.042702063032516e-30,6.992725951720478e-31,63.950091067195515,34.378152170499355
2023-01-06 21:00:00,1,4,6,21,18.118487189237126,0.0,0.0,60.653815544925564,36.75643140040427
2023-01-06 22:00:00,1,4,6,22,12.289235211549814,0.0,0.0,60.713014180206294,37.8754118730434
2023-01-06 23:00:00,1,4,6,23,15.873469397736878,0.0,0.0,63.81109599805808,36.77452660659985
2023-01-07 00:00:00,1,5,7,0,16.12480760530357,0.0,0.0,70.06546193720435,33.97908397721866
2023-01-07 01:00:00,1,5,7,1,17.168687760361344,0.0,0.0,81.4587307712097,34.93327667298537
2023-01-07 02:00:00,1,5,7,2,13.131140595050558,0.0,0.0,67.09600380441242,36.9138534090104
2023-01-07 03:00:00,1,5,7,3,12.96412879063817,0.0,0.0,65.58539659361635,37.58650503716484
2023-01-07 04:00:00,1,5,7,4,16.64892514804052,0.0,0.0,73.96561889157753,35.85566293049015
2023-01-07 05:00:00,1,5,7,5,16.199011363273094,0.0,0.0,65.77591788512639,34.485071649234705
2023-01-07 06:00:00,1,5,7,6,16.106027717498474,0.0,0.0,51.20822291670137,37.820540920418516
2023-01-07 07:00:00,1,5,7,7,16.297938435800674,0.0,0.0,54.478013820438136,39.89664269264826
2023-01-07 08:00:00,1,5,7,8,14.244992573649741,0.0,0.0,80.10051750678223,38.51931163481774
2023-01-07 09:00:00,1,5,7,9,16.06954941112873,41.84215050380558,3.2356555558752262,54.67698674360171,40.24052834968232
2023-01-07 10:00:00,1,5,7,10,16.191186963404085,150.72089154969058,11.655253954618534,67.51279400118659,35.028925559614734
2023-01-07 11:00:00,1,5,7,11,14.176339180753986,316.10221939953374,24.444200169194623,51.92425959897648,38.33449371704729
2023-01-07 12:00:00,1,5,7,12,19.336591039096234,524.0064738122576,40.521446385768584,74.65425818531992,38.848489099646436
2023-01-07 13:00:00,1,5,7,13,16.5527078586303,545.9434977420211,42.21783752492027,57.209621069287735,35.297450851749815
2023-01-07 14:00:00,1,5,7,14,13.222435022401426,524.7673172543026,40.58028244655328,62.63911612133319,34.62043223470295
2023-01-07 15:00:00,1,5,7,15,16.91814923407438,608.1586671590359,47.02893963511352,59.528911277531265,34.34948429435606
2023-01-07 16:00:00,1,5,7,16,13.65567867635208,521.0190334393878,40.290427474839454,66.85998707766979,36.089683327433455
2023-01-07 17:00:00,1,5,7,17,17.179211224291628,315.082366971015,24.365334930750212,63.52677126035019,33.26031036887005
2023-01-07 18:00:00,1,5,7,18,17.92223317482153,139.03472050544752,10.751561773147742,70.91096212882994,39.650623909205024
2023-01-07 19:00:00,1,5,7,19,13.963677380103302,40.482547584968906,3.1305173953086958,68.36398964324565,33.70414920069356
2023-01-07 20:00:00,1,5,7,20,17.531794275295365,8.317669877985946e-30,6.432058206519159e-31,64.62963577038205,37.11534468555604
2023-01-07 21:00:00,1,5,7,21,16.430603870679718,0.0,0.0,68.32518787658536,31.745509032029396
2023-01-07 22:00:00,1,5,7,22,17.249162336795703,0.0,0.0,68.81501545119382,40.362215363351964
2023-01-07 23:00:00,1,5,7,23,19.39862798211462,0.0,0.0,57.83672905687063,38.770572674699686
2023-01-08 00:00:00,1,6,8,0,15.215106120935435,0.0,0.0,57.376116165823696,33.129390351696706
2023-01-08 01:00:00,1,6,8,1,14.198410024226197,0.0,0.0,77.63415762389033,36.92707250480656
2023-01-08 02:00:00,1,6,8,2,13.926853493690128,0.0,0.0,69.1760389786073,35.83387293116831
2023-01-08 03:00:00,1,6,8,3,14.0742617830103,0.0,0.0,66.15720275645144,36.627024866355974
2023-01-08 04:00:00,1,6,8,4,15.551678934112967,0.0,0.0,54.09641718049197,37.58761427421923
2023-01-08 05:00:00,1,6,8,5,16.388186302574464,0.0,0.0,44.23073268832762,34.71582503836981
2023-01-08 06:00:00,1,6,8,6,16.259263951601213,0.0,0.0,59.18652142306172,36.209752301100735
2023-01-08 07:00:00,1,6,8,7,17.360248851013225,0.0,0.0,57.58661638119152,32.69796668056669
2023-01-08 08:00:00,1,6,8,8,15.731886136696989,0.0,0.0,59.00995297388354,36.48335183701503
2023-01-08 09:00:00,1,6,8,9,18.61295050725581,48.520710656972184,3.7521089409103725,70.64177194118746,32.198894580579676
2023-01-08 10:00:00,1,6,8,10,15.176568686465263,159.02555252256053,12.29745379599817,77.38729963481333,38.92857066754595
2023-01-08 11:00:00,1,6,8,11,21.146220686120415,302.3088370422103,23.37755723326986,73.20786936671627,33.38733341053315
2023-01-08 12:00:00,1,6,8,12,16.95721704847119,512.2806960671078,39.61469141616918,56.05603838068386,36.9056196301462
2023-01-08 13:00:00,1,6,8,13,13.99156724010861,657.187539765377,50.820344764555365,67.4949470124449,37.97423837434919
2023-01-08 14:00:00,1,6,8,14,13.564097356818952,605.0132306386918,46.78570287433138,57.24000218608189,40.04528135349944
2023-01-08 15:00:00,1,6,8,15,16.670827183427548,587.4719852327769,45.429237504573265,43.70209022296915,39.86367407761698
2023-01-08 16:00:00,1,6,8,16,15.258956782289474,422.16042064067943,32.64568608614898,61.348612038775045,39.10478618004325
2023-01-08 17:00:00,1,6,8,17,17.133883341125358,302.4605321079928,23.3892878201658,74.72046103772287,36.28490220926716
2023-01-08 18:00:00,1,6,8,18,16.652357602088266,150.5818935165981,11.644505229884833,58.766257862087144,38.54829087540912
2023-01-08 19:00:00,1,6,8,19,15.56022452762743,41.63408307404182,3.2195656913007333,70.44545282861945,36.86888554914406
2023-01-08 20:00:00,1,6,8,20,14.012294916804366,9.432270113471624e-30,7.293979116679133e-31,55.45715176807859,37.03936503734065
2023-01-08 21:00:00,1,6,8,21,12.676187903569446,0.0,0.0,68.99819220296102,35.07654620167206
2023-01-08 22:00:00,1,6,8,22,14.812852448807133,0.0,0.0,59.67721246963919,39.799971577470785
2023-01-08 23:00:00,1,6,8,23,17.41867994158812,0.0,0.0,77.34689307846776,34.71124107858875
2023-01-09 00:00:00,1,0,9,0,16.23491017733604,0.0,0.0,204.91708854536748,58.46296359932774
2023-01-09 01:00:00,1,0,9,1,13.315245131651654,0.0,0.0,202.62645182858586,61.41906489602342
2023-01-09 02:00:00,1,0,9,2,16.153084540777996,0.0,0.0,222.76519111714427,57.019657035339904
2023-01-09 03:00:00,1,0,9,3,16.577357448533306,0.0,0.0,202.28193202871373,60.838892973805144
2023-01-09 04:00:00,1,0,9,4,14.039007816673365,0.0,0.0,210.17864053666227,63.873037254724835
2023-01-09 05:00:00,1,0,9,5,16.114172900966686,0.0,0.0,202.35398642998393,61.433946900614536
2023-01-09 06:00:00,1,0,9,6,15.923140125967631,0.0,0.0,217.29128159983165,60.6670120755142
2023-01-09 07:00:00,1,0,9,7,13.520782093414384,0.0,0.0,221.01911117901875,58.92379171125858
2023-01-09 08:00:00,1,0,9,8,16.522297409772197,0.0,0.0,201.30503368625665,57.59922726077445
2023-01-09 09:00:00,1,0,9,9,16.9282917418121,40.66517424828086,3.144639924162526,213.5137030209666,62.33089007635467
2023-01-09 10:00:00,1,0,9,10,17.972825175426184,156.71856264638356,12.11905415543665,214.4418840358012,60.659754176519805
2023-01-09 11:00:00,1,0,9,11,17.914326793145438,301.3057302644105,23.299986936818947,209.31231952118176,61.85283140504297
2023-01-09 12:00:00,1,0,9,12,13.051383953161448,485.5412710167869,37.54693036222643,223.30622599329897,56.21944573690439
2023-01-09 13:00:00,1,0,9,13,13.931072609245385,500.8246735871002,38.728796634487324,223.23057738111348,62.06775844812479
2023-01-09 14:00:00,1,0,9,14,16.83679322349295,595.8694872998709,46.078616752334334,199.5238653690523,64.5753326836518
2023-01-09 15:00:00,1,0,9,15,16.834294590900047,586.7378399691066,45.37246601523507,220.13689554917315,63.286385334590236
2023-01-09 16:00:00,1,0,9,16,16.836818061687726,480.5398875897061,37.16017313588778,213.11647106463982,61.19709223793777
2023-01-09 17:00:00,1,0,9,17,23.512185670385072,344.34135942849485,26.62793425617794,210.490390761904,58.514828508147886
2023-01-09 18:00:00,1,0,9,18,16.948503710461964,148.62096359400482,11.49286642255002,205.72839451642548,60.8473668657434
2023-01-09 19:00:00,1,0,9,19,18.07785396943683,46.08787576102992,3.563977698782491,193.2273962321681,60.911949650916696
2023-01-09 20:00:00,1,0,9,20,17.714726216062036,8.714862581526447e-30,6.739207519470231e-31,210.88053065989268,59.61255038845112
2023-01-09 21:00:00,1,0,9,21,17.109505191687226,0.0,0.0,211.12899034018122,59.76526705801981
2023-01-09 22:00:00,1,0,9,22,15.176184199794939,0.0,0.0,227.99765399249102,64.80090539402414
2023-01-09 23:00:00,1,0,9,23,17.324661130062164,0.0,0.0,201.30912467527594,58.67232840359159
2023-01-10 00:00:00,1,1,10,0,14.36191259613494,0.0,0.0,192.98389173552766,59.821493606491394
2023-01-10 01:00:00,1,1,10,1,15.433925811730067,0.0,0.0,197.2648715862218,61.80146078048746
2023-01-10 02:00:00,1,1,10,2,14.936835929551878,0.0,0.0,224.96883577126732,65.04106292175581
2023-01-10 03:00:00,1,1,10,3,16.07131130398273,0.0,0.0,204.5787075899499,60.077156292133154
2023-01-10 04:00:00,1,1,10,4,20.536880158557103,0.0,0.0,222.69485550958865,57.08152650548513
2023-01-10 05:00:00,1,1,10,5,12.173032640026587,0.0,0.0,209.11916918329229,56.406079513010496
2023-01-10 06:00:00,1,1,10,6,17.28008340595911,0.0,0.0,199.30974058640913,65.7194611006632
2023-01-10 07:00:00,1,1,10,7,12.682131282830781,0.0,0.0,229.0697833422465,56.86055938011426
2023-01-10 08:00:00,1,1,10,8,14.963699293631217,0.0,0.0,222.23437075084414,60.831199700780566
2023-01-10 09:00:00,1,1,10,9,18.085464219144818,46.83233647487553,3.621546882389971,207.2614359112695,57.65406234995483
2023-01-10 10:00:00,1,1,10,10,16.03612306340101,145.46818555435894,11.249061941719289,219.02458143486078,59.10179338082282
2023-01-10 11:00:00,1,1,10,11,13.752073469351473,292.5411485609256,22.62222140272614,210.28722743884774,59.38273435060993
2023-01-10 12:00:00,1,1,10,12,14.476955606690147,519.0114995550042,40.13518478084783,213.43247991944816,56.76867471419606
2023-01-10 13:00:00,1,1,10,13,17.266758523079435,553.7823689205744,42.8240178186021,226.679820295203,63.11730862668238
2023-01-10 14:00:00,1,1,10,14,14.446829761775811,695.8431889924302,53.809588020016214,193.86026190840863,61.54076129330392
2023-01-10 15:00:00,1,1,10,15,16.340480204374035,616.144330080137,47.64647134146445,205.4702148657036,59.82515082235517
2023-01-10 16:00:00,1,1,10,16,15.998706705017712,456.04274126712687,35.26580760621614,209.3487139306923,59.52954679287282
2023-01-10 17:00:00,1,1,10,17,14.60436232999845,262.56240004167637,20.303963305650736,212.4015358570383,62.856231189507064
2023-01-10 18:00:00,1,1,10,18,20.195451203860735,153.70588961765466,11.886084001989218,196.56973987201326,60.859218162472715
2023-01-10 19:00:00,1,1,10,19,17.175401069846107,41.59046917995532,3.2161930267264904,218.2258983123033,64.85058718906762
2023-01-10 20:00:00,1,1,10,20,11.857277851894871,1.011063597919073e-29,7.818559774198277e-31,197.5169418646862,59.78399835196629
2023-01-10 21:00:00,1,1,10,21,16.28047165474894,0.0,0.0,196.55856470083347,61.53040351417679
2023-01-10 22:00:00,1,1,10,22,14.583990095673308,0.0,0.0,206.54875311322033,58.21642771734026
2023-01-10 23:00:00,1,1,10,23,17.612429694802533,0.0,0.0,228.0116279675099,59.81274908354283
2023-01-11 00:00:00,1,2,11,0,14.423361884479137,0.0,0.0,235.47930368016256,62.82973508600723
