Fecha,Consumo Agua (L),Consumo Energía (kWh),Generación FV (kWh),Temperatura (°C),Radiación Solar (W/m²),Localización,Mes,Día de la Semana
2023-06-22,416.13931601058516,142.67646985600265,184.60837248610648,17.14691300085431,566.8401542173675,Edificio A,6,Thursday
2023-06-23,424.66266642552387,156.82236848593084,197.8866002391737,17.53574555569385,584.4084952297857,Edificio A,6,Friday
2023-06-24,273.5264333796452,0.0,187.7764201057511,21.529881645457678,571.5753713995235,Edificio A,6,Saturday
2023-06-25,284.6839412367732,0.0,187.07510697924255,21.29000300770061,571.6816396317732,Edificio A,6,Sunday
2023-06-26,418.5425976012648,136.1267710989838,173.73923556763637,20.374129373643395,566.9424243157712,Edificio A,6,Monday
2023-06-27,447.49010729747897,152.92718041065189,195.50891608285806,17.018466498827234,581.4854631066929,Edificio A,6,Tuesday
2023-06-28,413.25769700682486,162.24193671395494,195.19112367597535,18.616268558248038,598.6106165146336,Edificio A,6,Wednesday
2023-06-29,473.0801279082509,123.29867186341482,211.03984410373982,21.72001519133738,568.0257875195215,Edificio A,6,Thursday
2023-06-30,431.3104681141381,140.2267291835521,186.98144425518976,19.62071560092779,579.6387029450954,Edificio A,6,Friday
2023-07-01,251.76877662021718,0.0,192.8833811624576,24.018117605684605,594.1935419656937,Edificio A,7,Saturday
2023-07-02,247.6032803646808,0.0,193.7989000828598,20.206973228505564,579.9289868830119,Edificio A,7,Sunday
2023-07-03,428.7741448367019,152.39850353147028,207.6731337821009,19.844004965277804,585.8822256792612,Edificio A,7,Monday
2023-07-04,414.753339970929,142.7940416490108,191.51935990004873,18.879921419856213,571.3465342907107,Edificio A,7,Tuesday
2023-07-05,433.594808634939,149.83809600437462,195.81625121790108,19.802150873577745,586.8441759962874,Edificio A,7,Wednesday
2023-07-06,428.866030928501,147.54514530162442,199.63856421106541,19.26570026816558,581.2587964047812,Edificio A,7,Thursday
2023-07-07,418.02543085031095,160.9008342717707,195.9389378103112,21.021073791960355,593.5350029741294,Edificio A,7,Friday
2023-07-08,252.62109246874502,0.0,190.10129012293447,21.55111305148515,596.0771952019833,Edificio A,7,Saturday
2023-07-09,239.32918491171495,0.0,196.97869209070245,18.097207223098728,610.6026147260202,Edificio A,7,Sunday
2023-07-10,410.7591772937014,145.41544484133811,206.22552184423986,17.03681438259392,590.9848163674874,Edificio A,7,Monday
2023-07-11,436.8749647343492,144.74442103109465,185.6545760629251,16.05557119092912,588.905674159993,Edificio A,7,Tuesday
2023-07-12,424.08052478435116,145.37239297442437,197.65893546360525,20.771265235300856,588.0283643193857,Edificio A,7,Wednesday
2023-07-13,394.9296686141189,153.71118770632097,189.7164038450012,17.57444092061178,582.9671231992455,Edificio A,7,Thursday
2023-07-14,423.3479766549026,145.6166923986159,209.03520007967097,15.499867733456536,590.2752211444009,Edificio A,7,Friday
2023-07-15,277.62472751752034,0.0,182.1986262762764,20.605856897336203,584.3051809109982,Edificio A,7,Saturday
2023-07-16,252.26935073814042,0.0,192.16557566614713,24.836318644123118,589.2897235108168,Edificio A,7,Sunday
2023-07-17,423.0432105420218,158.66430966898383,201.82965288857676,19.858360452782314,601.1040117698732,Edificio A,7,Monday
2023-07-18,421.1491745937137,146.7172650155121,213.99386590526765,21.56622325643157,578.1624416676561,Edificio A,7,Tuesday
2023-07-19,397.1359640829853,162.0051942810362,197.94048265964085,20.070191068453177,599.9033032330192,Edificio A,7,Wednesday
2023-07-20,427.15556200168953,145.91896846187018,193.28354098947491,19.724589777378178,601.929056013566,Edificio A,7,Thursday
2023-07-21,431.2140237004594,129.6162544078636,217.86277887395488,21.77490017794547,587.8072701216081,Edificio A,7,Friday
2023-07-22,291.6519504772527,0.0,184.764798127389,19.369113387059464,567.9760506169023,Edificio A,7,Saturday
2023-07-23,291.0536353523987,0.0,177.4286061401441,20.495895675233466,583.2995568824903,Edificio A,7,Sunday
2023-07-24,392.40495585816603,146.42237998554867,203.9664875175797,20.61448514686179,602.5073780171273,Edificio A,7,Monday
2023-07-25,401.17667723678096,150.0839508445206,194.67338246751234,18.643414073449797,589.4448390687855,Edificio A,7,Tuesday
2023-07-26,430.20281156618717,166.61753245577376,189.58704481180453,21.97070956461382,579.7929755257034,Edificio A,7,Wednesday
2023-07-27,430.1408560035925,153.0669792156641,206.96622105966088,19.642257592387004,584.827084480163,Edificio A,7,Thursday
2023-07-28,430.12323500599007,147.542416631715,202.38175798068826,18.484759737212727,598.3462011642202,Edificio A,7,Friday
2023-07-29,346.8281816177412,0.0,194.34185134112454,21.07186219704026,595.448815840405,Edificio A,7,Saturday
2023-07-30,281.1367732131399,0.0,187.19626149350532,18.203017735098875,587.6099381871983,Edificio A,7,Sunday
2023-07-31,442.3698438432116,151.84394214048513,208.7183226819068,20.055945608011942,586.3250885742322,Edificio A,7,Monday
2023-08-01,438.67230910277385,157.09706268823436,206.4679828311384,19.979493410148383,586.0461209645504,Edificio A,8,Tuesday
2023-08-02,432.54803603876326,134.49445406117263,198.9242200310837,22.166189709588323,580.6862754018176,Edificio A,8,Wednesday
2023-08-03,413.13697903977436,160.60108633094114,218.31015702538107,20.938982270086868,605.9871297639259,Edificio A,8,Thursday
2023-08-04,434.53814007034657,152.42309756566607,189.04856996830125,19.933240591280562,586.5095074482202,Edificio A,8,Friday
2023-08-05,253.81290668053157,0.0,184.37764662330494,21.611059153904062,601.7800100963108,Edificio A,8,Saturday
2023-08-06,264.4379842049458,0.0,192.57518299624363,22.7466993443717,604.6737084606176,Edificio A,8,Sunday
2023-08-07,409.3663489760268,171.31735847695734,198.87769463595413,21.071190932670998,599.272234100956,Edificio A,8,Monday
2023-08-08,420.6047143879699,150.26950995095012,201.58421376065246,19.964093190848466,584.7780040914067,Edificio A,8,Tuesday
2023-08-09,465.1483942012786,150.76504016471597,196.53375066872397,17.306068285118833,592.9131529004726,Edificio A,8,Wednesday
2023-08-10,381.39232307407366,143.5128313934605,202.24004536364163,17.784405433749164,588.3921680944894,Edificio A,8,Thursday
2023-08-11,432.33968242824994,139.42327423649147,185.9556326315073,19.287619049518113,579.3320767243379,Edificio A,8,Friday
2023-08-12,236.2314970200688,0.0,212.63843733816023,18.661028348843274,591.3244368678055,Edificio A,8,Saturday
2023-08-13,258.9130352053992,0.0,197.0873529632539,19.486648377174415,575.9790578187269,Edificio A,8,Sunday
2023-08-14,439.9911045412316,148.03380127502044,208.7682920426861,19.952988764914533,599.3118165265407,Edificio A,8,Monday
2023-08-15,419.352716428403,142.3240996020894,200.6875446060882,20.876738251534206,582.431470912148,Edificio A,8,Tuesday
2023-08-16,396.3618902561121,151.6649769795112,201.4713684655851,19.6525915288183,588.7090219177121,Edificio A,8,Wednesday
2023-08-17,403.4550722673905,149.97834073175426,202.22374754960546,20.741408270804634,589.1273584458971,Edificio A,8,Thursday
2023-08-18,431.1921990581643,156.77576556178508,200.604204101086,19.870756729681098,583.2798766639329,Edificio A,8,Friday
2023-08-19,252.8267937398437,0.0,202.13431335295698,15.76287258424436,591.2878294859863,Edificio A,8,Saturday
2023-08-20,271.59201435263776,0.0,208.55762627348167,17.80573594383965,580.2014711374092,Edificio A,8,Sunday
2023-08-21,417.9978801930729,135.8420279346717,196.76950652486317,19.365444543746666,593.1708874576109,Edificio A,8,Monday
